STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Youyou look for the hat?",Suitcase,Backpack,Storage locker,Cabinet,A
"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Xiao Li think Youyou looks for the hat?",Backpack,Box,Storage locker,Suitcase,D
"Xiao Li and Youyou are wandering in the basement, they see a suitcase, a backpack, and a storage locker, they find a hat in the suitcase, Youyou leaves the basement, Xiao Li moves the hat to the storage locker.","After Youyou returns to the basement, where does Youyou think Xiao Li looks for the hat?",Storage locker,Suitcase,Backpack,Briefcase,B
"Han Meimei and Xiaoming are wandering in the kitchen, they see a fruit plate, a basket, and a handbag, they find a banana in the fruit plate, Xiaoming leaves the kitchen, Han Meimei moves the banana to the handbag.",Where is the banana now?,Fruit plate,Basket,Drawer,Handbag,D
"Han Meimei and Xiaoming are wandering in the kitchen, they see a fruit plate, a basket, and a handbag, they find a banana in the fruit plate, Xiaoming leaves the kitchen, Han Meimei moves the banana to the handbag.",Where is the banana before?,Backpack,Basket,Handbag,Fruit plate,D
"Han Meimei and Xiaoming are wandering in the kitchen, they see a fruit plate, a basket, and a handbag, they find a banana in the fruit plate, Xiaoming leaves the kitchen, Han Meimei moves the banana to the handbag.","After Xiaoming returns to the kitchen, where does Han Meimei look for the banana?",Briefcase,Fruit plate,Handbag,Basket,C
"Han Meimei and Xiaoming are wandering in the kitchen, they see a fruit plate, a basket, and a handbag, they find a banana in the fruit plate, Xiaoming leaves the kitchen, Han Meimei moves the banana to the handbag.","After Xiaoming returns to the kitchen, where does Xiaoming look for the banana?",Handbag,Basket,Cabinet,Fruit plate,D
"Han Meimei and Xiaoming are wandering in the kitchen, they see a fruit plate, a basket, and a handbag, they find a banana in the fruit plate, Xiaoming leaves the kitchen, Han Meimei moves the banana to the handbag.","After Xiaoming returns to the kitchen, where does Han Meimei think Xiaoming looks for the banana?",Cabinet,Fruit plate,Basket,Handbag,B
"Han Meimei and Xiaoming are wandering in the kitchen, they see a fruit plate, a basket, and a handbag, they find a banana in the fruit plate, Xiaoming leaves the kitchen, Han Meimei moves the banana to the handbag.","After Xiaoming returns to the kitchen, where does Xiaoming think Han Meimei looks for the banana?",Basket,Fruit plate,Cabinet,Handbag,B
"Xiao Gang and Youyou are wandering in the attic, they see drawers, suitcases, and cabinets, they find a vest in the drawer, Youyou leaves the attic, Xiao Gang moves the vest to the cabinet.",Where is the vest now?,Basket,Cabinet,Drawer,Suitcase,B
"Xiao Gang and Youyou are wandering in the attic, they see drawers, suitcases, and cabinets, they find a vest in the drawer, Youyou leaves the attic, Xiao Gang moves the vest to the cabinet.",Where is the vest before?,Handbag,Drawer,Cabinet,Hand suitcase,B
"Xiao Gang and Youyou are wandering in the attic, they see drawers, suitcases, and cabinets, they find a vest in the drawer, Youyou leaves the attic, Xiao Gang moves the vest to the cabinet.","After Youyou returns to the attic, where does Xiao Gang look for the vest?",Drawer,Suitcase,Safe,Cabinet,D
"Xiao Gang and Youyou are wandering in the attic, they see drawers, suitcases, and cabinets, they find a vest in the drawer, Youyou leaves the attic, Xiao Gang moves the vest to the cabinet.","After Youyou returns to the attic, where does Youyou look for the vest?",Box,Suitcase,Drawer,Cabinet,C
"Xiao Gang and Youyou are wandering in the attic, they see drawers, suitcases, and cabinets, they find a vest in the drawer, Youyou leaves the attic, Xiao Gang moves the vest to the cabinet.","After Youyou returns to the attic, where does Xiao Gang think Youyou looks for the vest?",Cabinet,Drawer,Suitcase,Basket,B
"Xiao Gang and Youyou are wandering in the attic, they see drawers, suitcases, and cabinets, they find a vest in the drawer, Youyou leaves the attic, Xiao Gang moves the vest to the cabinet.","After Youyou returns to the attic, where does Youyou think Xiao Gang looks for the vest?",Box,Suitcase,Cabinet,Drawer,D
"Xiao Ming and Xiao Li are hanging out in the garage, they see a suitcase, a vending machine, and a handbag, they find a hat in the suitcase, Xiao Li leaves the garage, Xiao Ming moves the hat to the handbag.",Where is the hat now?,Handbag,Vending machine,Suitcase,Storage locker,A
"Xiao Ming and Xiao Li are hanging out in the garage, they see a suitcase, a vending machine, and a handbag, they find a hat in the suitcase, Xiao Li leaves the garage, Xiao Ming moves the hat to the handbag.",Where is the hat before?,Handbag,Vending machine,Suitcase,Box,C
"Xiao Ming and Xiao Li are hanging out in the garage, they see a suitcase, a vending machine, and a handbag, they find a hat in the suitcase, Xiao Li leaves the garage, Xiao Ming moves the hat to the handbag.","After Xiao Li returns to the garage, where does Xiao Ming look for the hat?",Backpack,Suitcase,Vending machine,Handbag,D
"Xiao Ming and Xiao Li are hanging out in the garage, they see a suitcase, a vending machine, and a handbag, they find a hat in the suitcase, Xiao Li leaves the garage, Xiao Ming moves the hat to the handbag.","After Xiao Li returns to the garage, where does Xiao Li look for the hat?",Vending machine,Handbag,Suitcase,Storage locker,C
"Xiao Ming and Xiao Li are hanging out in the garage, they see a suitcase, a vending machine, and a handbag, they find a hat in the suitcase, Xiao Li leaves the garage, Xiao Ming moves the hat to the handbag.","After Xiao Li returns to the garage, where does Xiao Ming think Xiao Li looks for the hat?",Handbag,Vending machine,Storage locker,Suitcase,D
"Xiao Ming and Xiao Li are hanging out in the garage, they see a suitcase, a vending machine, and a handbag, they find a hat in the suitcase, Xiao Li leaves the garage, Xiao Ming moves the hat to the handbag.","After Xiao Li returns to the garage, where does Xiao Li think Xiao Ming looks for the hat?",Basket,Vending machine,Suitcase,Handbag,C
"Xiao Li and Xiao Zhang are wandering in the study, they see a handbag, a briefcase, and a storage cabinet, they find a carrot in the handbag, Xiao Zhang leaves the study, Xiao Li moves the carrot to the storage cabinet.",Where is the carrot now?,Shoe cabinet,Handbag,Storage cabinet,Briefcase,C
"Xiao Li and Xiao Zhang are wandering in the study, they see a handbag, a briefcase, and a storage cabinet, they find a carrot in the handbag, Xiao Zhang leaves the study, Xiao Li moves the carrot to the storage cabinet.",Where is the carrot before?,Storage cabinet,Handbag,Shoe cabinet,Briefcase,B
"Xiao Li and Xiao Zhang are wandering in the study, they see a handbag, a briefcase, and a storage cabinet, they find a carrot in the handbag, Xiao Zhang leaves the study, Xiao Li moves the carrot to the storage cabinet.","After Xiao Zhang returns to the study room, where does Xiao Li look for the carrot?",Storage cabinet,Briefcase,Handbag,Suitcase,A
"Xiao Li and Xiao Zhang are wandering in the study, they see a handbag, a briefcase, and a storage cabinet, they find a carrot in the handbag, Xiao Zhang leaves the study, Xiao Li moves the carrot to the storage cabinet.","After Xiao Zhang returns to the study, where does Xiao Zhang look for the carrot?",Storage cabinet,Briefcase,Basket,Handbag,D
"Xiao Li and Xiao Zhang are wandering in the study, they see a handbag, a briefcase, and a storage cabinet, they find a carrot in the handbag, Xiao Zhang leaves the study, Xiao Li moves the carrot to the storage cabinet.","After Xiao Zhang returns to the study, where does Xiao Li think Xiao Zhang looks for the carrot?",Storage cabinet,Basket,Handbag,Briefcase,C
"Xiao Li and Xiao Zhang are wandering in the study, they see a handbag, a briefcase, and a storage cabinet, they find a carrot in the handbag, Xiao Zhang leaves the study, Xiao Li moves the carrot to the storage cabinet.","After Xiao Zhang returns to the study, where does Xiao Zhang think Xiao Li looks for the carrot?",Briefcase,Cabinet,Handbag,Storage cabinet,C
"Li Lei and Xiao Hong are wandering in the basement, they see a handbag and a tote bag, they find a carrot in the handbag, Xiao Hong leaves the basement, Li Lei moves the carrot to the tote bag.",Where is the carrot now?,Safe,Handbag,Cabinet,Tote bag,D
"Li Lei and Xiao Hong are wandering in the basement, they see a handbag and a tote bag, they find a carrot in the handbag, Xiao Hong leaves the basement, Li Lei moves the carrot to the tote bag.",Where is the carrot before?,Basket,Cabinet,Handbag,Tote bag,C
"Li Lei and Xiao Hong are wandering in the basement, they see a handbag and a tote bag, they find a carrot in the handbag, Xiao Hong leaves the basement, Li Lei moves the carrot to the tote bag.","After Xiao Hong returns to the basement, where does Li Lei look for the carrots?",Tote bag,Briefcase,Handbag,Box,A
"Li Lei and Xiao Hong are wandering in the basement, they see a handbag and a tote bag, they find a carrot in the handbag, Xiao Hong leaves the basement, Li Lei moves the carrot to the tote bag.","After Xiao Hong returns to the basement, where does Xiao Hong look for the carrot?",Handbag,Tote bag,Backpack,Cabinet,A
"Li Lei and Xiao Hong are wandering in the basement, they see a handbag and a tote bag, they find a carrot in the handbag, Xiao Hong leaves the basement, Li Lei moves the carrot to the tote bag.","After Xiao Hong returns to the basement, where does Li Lei think Xiao Hong looks for the carrots?",Locker,Handbag,Safe,Tote bag,B
"Li Lei and Xiao Hong are wandering in the basement, they see a handbag and a tote bag, they find a carrot in the handbag, Xiao Hong leaves the basement, Li Lei moves the carrot to the tote bag.","After Xiao Hong returns to the basement, where does Xiao Hong think Li Lei looks for the carrots?",Handbag,Backpack,Tote bag,Locker,A
"Youyou and Xiao Li stroll on the terrace, they see a safe and a backpack, they find a mask in the safe, Xiao Li leaves the terrace, Youyou moves the mask to the backpack.",Where is the mask now?,Box,Backpack,Safe,Handbag,B
"Youyou and Xiao Li stroll on the terrace, they see a safe and a backpack, they find a mask in the safe, Xiao Li leaves the terrace, Youyou moves the mask to the backpack.",Where is the mask before?,Backpack,Safe,Cabinet,Briefcase,B
"Youyou and Xiao Li stroll on the terrace, they see a safe and a backpack, they find a mask in the safe, Xiao Li leaves the terrace, Youyou moves the mask to the backpack.","After Xiao Li returns to the terrace, where does Youyou look for the masks?",Briefcase,Basket,Backpack,Safe,C
"Youyou and Xiao Li stroll on the terrace, they see a safe and a backpack, they find a mask in the safe, Xiao Li leaves the terrace, Youyou moves the mask to the backpack.","After Xiao Li returns to the terrace, where does Xiao Li look for the mask?",Backpack,Cabinet,Safe,Handbag,C
"Youyou and Xiao Li stroll on the terrace, they see a safe and a backpack, they find a mask in the safe, Xiao Li leaves the terrace, Youyou moves the mask to the backpack.","After Xiao Li returns to the terrace, where does Youyou think Xiao Li looks for the masks?",Handbag,Basket,Backpack,Safe,D
"Youyou and Xiao Li stroll on the terrace, they see a safe and a backpack, they find a mask in the safe, Xiao Li leaves the terrace, Youyou moves the mask to the backpack.","After Xiao Li returns to the terrace, where does Xiao Li think Youyou looks for the mask?",Backpack,Safe,Box,Cabinet,B
"Xiao Li and Xiao Zhang are strolling on the balcony, they see a handbag and a basket, they find socks in the handbag, Xiao Zhang leaves the balcony, Xiao Li moves the socks to the basket.",Where are the socks now?,Basket,Handbag,Storage locker,Cabinet,A
"Xiao Li and Xiao Zhang are strolling on the balcony, they see a handbag and a basket, they find socks in the handbag, Xiao Zhang leaves the balcony, Xiao Li moves the socks to the basket.",Where are the socks before?,Basket,Handbag,Briefcase,Cabinet,B
"Xiao Li and Xiao Zhang are strolling on the balcony, they see a handbag and a basket, they find socks in the handbag, Xiao Zhang leaves the balcony, Xiao Li moves the socks to the basket.","After Xiao Zhang returns to the balcony, where does Xiao Li look for the socks?",Handbag,Basket,Cabinet,Suitcase,B
"Xiao Li and Xiao Zhang are strolling on the balcony, they see a handbag and a basket, they find socks in the handbag, Xiao Zhang leaves the balcony, Xiao Li moves the socks to the basket.","After Xiao Zhang returns to the balcony, where does Xiao Zhang look for the socks?",Basket,Handbag,Briefcase,Drawer,B
"Xiao Li and Xiao Zhang are strolling on the balcony, they see a handbag and a basket, they find socks in the handbag, Xiao Zhang leaves the balcony, Xiao Li moves the socks to the basket.","After Xiao Zhang returns to the balcony, where does Xiao Li think Xiao Zhang looks for the socks?",Drawer,Cabinet,Basket,Handbag,D
"Xiao Li and Xiao Zhang are strolling on the balcony, they see a handbag and a basket, they find socks in the handbag, Xiao Zhang leaves the balcony, Xiao Li moves the socks to the basket.","After Xiao Zhang returns to the balcony, where does Xiao Zhang think Xiao Li looks for the socks?",Drawer,Storage cabinet,Handbag,Basket,C
"Xiao Li and Xiao Bei are wandering in the lounge, they see the cabinet and the suitcase, they find the button in the cabinet, Xiao Bei leaves the lounge, Xiao Li moves the button to the suitcase.",Where is the button now?,Storage locker,Cabinet,Suitcase,Basket,C
"Xiao Li and Xiao Bei are wandering in the lounge, they see the cabinet and the suitcase, they find the button in the cabinet, Xiao Bei leaves the lounge, Xiao Li moves the button to the suitcase.",Where is the button before?,Box,Backpack,Cabinet,Suitcase,C
"Xiao Li and Xiao Bei are wandering in the lounge, they see the cabinet and the suitcase, they find the button in the cabinet, Xiao Bei leaves the lounge, Xiao Li moves the button to the suitcase.","After Xiao Bei returns to the lounge, where does Xiao Li look for the button?",Cabinet,Safe,Box,Suitcase,D
"Xiao Li and Xiao Bei are wandering in the lounge, they see the cabinet and the suitcase, they find the button in the cabinet, Xiao Bei leaves the lounge, Xiao Li moves the button to the suitcase.","After Xiao Bei returns to the lounge, where does Xiao Bei look for the button?",Handbag,Cabinet,Briefcase,Suitcase,B
"Xiao Li and Xiao Bei are wandering in the lounge, they see the cabinet and the suitcase, they find the button in the cabinet, Xiao Bei leaves the lounge, Xiao Li moves the button to the suitcase.","After Xiao Bei returns to the lounge, where does Xiao Li think Xiao Bei looks for the button?",Cabinet,Basket,Suitcase,Box,A
"Xiao Li and Xiao Bei are wandering in the lounge, they see the cabinet and the suitcase, they find the button in the cabinet, Xiao Bei leaves the lounge, Xiao Li moves the button to the suitcase.","After Xiao Bei returns to the lounge, where does Xiao Bei think Xiao Li looks for the buttons?",Cabinet,Suitcase,Box,Basket,A
"Xiao Hong and Xiao Bei are wandering in the library, they see a briefcase and a cabinet, they find a cup in the briefcase, Xiao Bei leaves the library, Xiao Hong moves the cup to the cabinet.",Where is the cup now?,Briefcase,Cabinet,Cupboard,Basket,B
"Xiao Hong and Xiao Bei are wandering in the library, they see a briefcase and a cabinet, they find a cup in the briefcase, Xiao Bei leaves the library, Xiao Hong moves the cup to the cabinet.",Where is the cup before?,Cabinet,Briefcase,Handbag,Drawer,B
"Xiao Hong and Xiao Bei are wandering in the library, they see a briefcase and a cabinet, they find a cup in the briefcase, Xiao Bei leaves the library, Xiao Hong moves the cup to the cabinet.","After Xiao Bei returns to the library, where does Xiao Hong look for the cup?",Basket,Cabinet,Handbag,Briefcase,B
"Xiao Hong and Xiao Bei are wandering in the library, they see a briefcase and a cabinet, they find a cup in the briefcase, Xiao Bei leaves the library, Xiao Hong moves the cup to the cabinet.","After Xiao Bei returns to the library, where does Xiao Bei look for the cup?",Suitcase,Briefcase,Basket,Cabinet,B
"Xiao Hong and Xiao Bei are wandering in the library, they see a briefcase and a cabinet, they find a cup in the briefcase, Xiao Bei leaves the library, Xiao Hong moves the cup to the cabinet.","After Xiao Bei returns to the library, where does Xiao Hong think Xiao Bei looks for the cup?",Briefcase,Cabinet,Handbag,Safe box,A
"Xiao Hong and Xiao Bei are wandering in the library, they see a briefcase and a cabinet, they find a cup in the briefcase, Xiao Bei leaves the library, Xiao Hong moves the cup to the cabinet.","After Xiao Bei returns to the library, where does Xiao Bei think Xiao Hong looks for the cup?",Basket,Backpack,Cabinet,Briefcase,D
"Xiao Ming and Youyou stroll around the farm, they see a backpack and a cabinet, they find a marker in the backpack, Youyou leaves the farm, Xiao Ming moves the marker to the cabinet.",Where is the marker now?,Cabinet,Backpack,Cupboard,Drawer,C
"Xiao Ming and Youyou stroll around the farm, they see a backpack and a cabinet, they find a marker in the backpack, Youyou leaves the farm, Xiao Ming moves the marker to the cabinet.",Where is the marker before?,Briefcase,Basket,Cupboard,Backpack,D
"Xiao Ming and Youyou stroll around the farm, they see a backpack and a cabinet, they find a marker in the backpack, Youyou leaves the farm, Xiao Ming moves the marker to the cabinet.","After Youyou returns to the farm, where does Xiao Ming look for the marker?",Cupboard,Handbag,Backpack,Storage locker,A
"Xiao Ming and Youyou stroll around the farm, they see a backpack and a cabinet, they find a marker in the backpack, Youyou leaves the farm, Xiao Ming moves the marker to the cabinet.","After Youyou returns to the farm, where does Youyou look for the marker?",Basket,Cabinet,Backpack,Suitcase,C
"Xiao Ming and Youyou stroll around the farm, they see a backpack and a cabinet, they find a marker in the backpack, Youyou leaves the farm, Xiao Ming moves the marker to the cabinet.","After Youyou returns to the farm, where does Xiao Ming think Youyou looks for the marker?",Handbag,Cabinet,Basket,Backpack,D
"Xiao Ming and Youyou stroll around the farm, they see a backpack and a cabinet, they find a marker in the backpack, Youyou leaves the farm, Xiao Ming moves the marker to the cabinet.","After Youyou returns to the farm, where does Youyou think Xiao Ming looks for the marker?",Handbag,Cabinet,Backpack,Cupboard,C
"Li Lei and Xiao Bei are wandering in the bar, they see a handbag and a briefcase, they find a cup in the handbag, Xiao Bei leaves the bar, Li Lei moves the cup to the briefcase.",Where is the cup now?,Briefcase,Handbag,Basket,Box,A
"Li Lei and Xiao Bei are wandering in the bar, they see a handbag and a briefcase, they find a cup in the handbag, Xiao Bei leaves the bar, Li Lei moves the cup to the briefcase.",Where is the cup before?,Drawer,Briefcase,Handbag,Cabinet,C
"Li Lei and Xiao Bei are wandering in the bar, they see a handbag and a briefcase, they find a cup in the handbag, Xiao Bei leaves the bar, Li Lei moves the cup to the briefcase.","After Xiao Bei returns to the bar, where does Li Lei look for the cup?",Tote bag,Box,Briefcase,Handbag,C
"Li Lei and Xiao Bei are wandering in the bar, they see a handbag and a briefcase, they find a cup in the handbag, Xiao Bei leaves the bar, Li Lei moves the cup to the briefcase.","After Xiao Bei returns to the bar, where does Xiao Bei look for the cup?",Briefcase,Safe,Handbag,Tote bag,C
"Li Lei and Xiao Bei are wandering in the bar, they see a handbag and a briefcase, they find a cup in the handbag, Xiao Bei leaves the bar, Li Lei moves the cup to the briefcase.","After Xiao Bei returns to the bar, where does Li Lei think Xiao Bei looks for the cup?",Briefcase,Handbag,Cabinet,Cupboard,B
"Li Lei and Xiao Bei are wandering in the bar, they see a handbag and a briefcase, they find a cup in the handbag, Xiao Bei leaves the bar, Li Lei moves the cup to the briefcase.","After Xiao Bei returns to the bar, where does Xiao Bei think Li Lei looks for the cup?",Safe,Basket,Handbag,Briefcase,C
"Han Meimei and Li Lei stroll in the garden, they see a backpack and a suitcase, they find tomatoes in the backpack, Li Lei leaves the garden, Han Meimei moves the tomatoes to the suitcase.",Where are the tomatoes now?,Basket,Backpack,Suitcase,Cabinet,C
"Han Meimei and Li Lei stroll in the garden, they see a backpack and a suitcase, they find tomatoes in the backpack, Li Lei leaves the garden, Han Meimei moves the tomatoes to the suitcase.",Where are the tomatoes before?,Basket,Suitcase,Cabinet,Backpack,D
"Han Meimei and Li Lei stroll in the garden, they see a backpack and a suitcase, they find tomatoes in the backpack, Li Lei leaves the garden, Han Meimei moves the tomatoes to the suitcase.","After Li Lei returns to the garden, where does Han Meimei look for the tomatoes?",Cabinet,Suitcase,Basket,Backpack,B
"Han Meimei and Li Lei stroll in the garden, they see a backpack and a suitcase, they find tomatoes in the backpack, Li Lei leaves the garden, Han Meimei moves the tomatoes to the suitcase.","After Li Lei returns to the garden, where does Li Lei look for the tomatoes?",Handbag,Suitcase,Backpack,Basket,C
"Han Meimei and Li Lei stroll in the garden, they see a backpack and a suitcase, they find tomatoes in the backpack, Li Lei leaves the garden, Han Meimei moves the tomatoes to the suitcase.","After Li Lei returns to the garden, where does Han Meimei think Li Lei looks for the tomatoes?",Backpack,Tote bag,Handbag,Suitcase,A
"Han Meimei and Li Lei stroll in the garden, they see a backpack and a suitcase, they find tomatoes in the backpack, Li Lei leaves the garden, Han Meimei moves the tomatoes to the suitcase.","After Li Lei returns to the garden, where does Li Lei think Han Meimei looks for the tomatoes?",Backpack,Briefcase,Handbag,Suitcase,A
"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.",Where is the chalk now?,Basket,Handbag,Box,Suitcase,C
"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.",Where is the chalk before?,Briefcase,Box,Cabinet,Handbag,D
"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.","After Xiao Li returns to the bank, where does Xiao Ming look for the chalk?",Drawer,Storage locker,Handbag,Box,D
"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.","After Xiao Li returns to the bank, where does Xiao Li look for the chalk?",Backpack,Tote bag,Handbag,Box,C
"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.","After Xiao Li returns to the bank, where does Xiao Ming think Xiao Li looks for the chalk?",Case,Box,Handbag,Safe,C
"Xiao Ming and Xiao Li are wandering in the bank, they see a handbag and a box, they find chalk in the handbag, Xiao Li leaves the bank, Xiao Ming moves the chalk to the box.","After Xiao Li returns to the bank, where does Xiao Li think Xiao Ming looks for the chalk?",Handbag,Box,Cabinet,Drawer,A
"Li Lei and Xiao Ming are wandering in the office, they see the storage locker and the cabinet, they find beetroot in the storage locker, Xiao Ming leaves the office, Li Lei moves the beetroot to the cabinet.",Where is the beetroot now?,Cupboard,Suitcase,Cabinet,Storage locker,C
"Li Lei and Xiao Ming are wandering in the office, they see the storage locker and the cabinet, they find beetroot in the storage locker, Xiao Ming leaves the office, Li Lei moves the beetroot to the cabinet.",Where is the beetroot before?,Box,Backpack,Storage locker,Cabinet,C
"Li Lei and Xiao Ming are wandering in the office, they see the storage locker and the cabinet, they find beetroot in the storage locker, Xiao Ming leaves the office, Li Lei moves the beetroot to the cabinet.","After Xiao Ming returns to the office, where does Li Lei look for the beetroot?",Drawer,Handbag,Cabinet,Storage locker,C
"Li Lei and Xiao Ming are wandering in the office, they see the storage locker and the cabinet, they find beetroot in the storage locker, Xiao Ming leaves the office, Li Lei moves the beetroot to the cabinet.","After Xiao Ming returns to the office, where does Xiao Ming look for the beetroot?",Box,Cabinet,Cupboard,Storage locker,D
"Li Lei and Xiao Ming are wandering in the office, they see the storage locker and the cabinet, they find beetroot in the storage locker, Xiao Ming leaves the office, Li Lei moves the beetroot to the cabinet.","After Xiao Ming returns to the office, where does Li Lei think Xiao Ming looks for the beetroot?",Box,Storage locker,Cabinet,Handbag,B
"Li Lei and Xiao Ming are wandering in the office, they see the storage locker and the cabinet, they find beetroot in the storage locker, Xiao Ming leaves the office, Li Lei moves the beetroot to the cabinet.","After Xiao Ming returns to the office, where does Xiao Ming think Li Lei looks for the beetroot?",Storage locker,Drawer,Cabinet,Backpack,A
"Xiao Li and Han Mei Mei are wandering around the factory, they see handbags and cabinets, they find eggplants in the handbag, Han Mei Mei leaves the factory, Xiao Li moves the eggplant to the cabinet.",Where is the eggplant now?,Handbag,Cabinet,Storage cabinet,Cupboard,D
"Xiao Li and Han Mei Mei are wandering around the factory, they see handbags and cabinets, they find eggplants in the handbag, Han Mei Mei leaves the factory, Xiao Li moves the eggplant to the cabinet.",Where is the eggplant before?,Tote bag,Backpack,Cabinet,Handbag,D
"Xiao Li and Han Mei Mei are wandering around the factory, they see handbags and cabinets, they find eggplants in the handbag, Han Mei Mei leaves the factory, Xiao Li moves the eggplant to the cabinet.","After Han Mei Mei returns to the factory, where does Xiao Li look for the eggplant?",Cabinet,Storage locker,Handbag,Tote bag,A
