STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"Xiao Li is a volunteer teacher, she teaches children in rural areas, so that children receive education, at the same time, she also sees the harsh teaching environment and the lack of resources.",What kind of emotion do rural children have?,Happy,Angry,Guilt,Worry,A
"Xiao Liu is an advertising creative designer, he designs an eye-catching advertisement, when he gives the advertisement to the client, the client is attracted by the content of the advertisement, he does not say anything for a long time.",What kind of emotion does Xiao Liu have?,Satisfied,Angry,Nervous,Regretful,C
"Xiao Liu is an advertising creative designer, he designs an eye-catching advertisement, when he gives the advertisement to the client, the client is attracted by the content of the advertisement, he does not say anything for a long time.",What kind of emotion does the client have?,Satisfied,Angry,Nervous,Regretful,A
High school student Li Hua stays up until three in the morning to complete his homework. Li Hua's parents find that the light in Li Hua's room is still on.,What kind of emotion does Li Hua have?,Happy,Worry,Sadness,Tired,D
High school student Li Hua stays up until three in the morning to complete his homework. Li Hua's parents find that the light in Li Hua's room is still on.,What kind of emotion do Li Hua's parents have?,Happy,Worry,Sadness,Tired,B
Xiao Hua makes a big mistake at work and causes a huge loss to the company. Her boss criticizes her and her colleagues come to comfort her.,What kind of emotion does Xiaohua have?,Sympathy,Angry,Guilt,Happy,C
Xiao Hua makes a big mistake at work and causes a huge loss to the company. Her boss criticizes her and her colleagues come to comfort her.,What kind of emotion do the colleagues have?,Sympathy,Angry,Guilt,Happy,A
"Xiao Min comes from a poor family, she and her friends go out to attend a party and have a big meal, and her friends propose to go Dutch.",What kind of emotion does Xiao Min have?,Happy,Angry,Proud,Embarrassed,D
"Xiao Min comes from a poor family, she and her friends go out to attend a party and have a big meal, and her friends propose to go Dutch.",What kind of emotions do her friends have?,Happy,Angry,Proud,Embarrassed,A
"During the big cleanup, Xiao Min does all the work alone because Xiao Hua completely forgets about this and goes out to play with friends",What kind of emotion does Xiao Min have?,Happy,Angry,Sadness,Regretful,B
"During the big cleanup, Xiao Min does all the work alone because Xiao Hua completely forgets about this and goes out to play with friends",What kind of emotion does Xiao Hua have?,Happy,Angry,Sadness,Regretful,A
