cluster_id,question_index,story,question,option_a,option_b,option_c,option_d,correct_answer,cluster_summary
3,10,"Ming finds a gym locker in the changing room, the label on the gym locker is towels, Ming cannot see what is inside the gym locker, Ming opens the gym locker and finds basketballs, there are no towels inside the gym locker, Ming closes the gym locker and puts it back in its place, Hana enters the changing room and sees the gym locker.",What should be inside the gym locker?,Towels,Whistle,Socks,Basketballs,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,11,"Lin finds a kitchen jar in the pantry, the label on the kitchen jar is sugar, Lin cannot see what is inside the kitchen jar, Lin opens the kitchen jar and finds salt, there is no sugar inside the kitchen jar, Lin closes the kitchen jar and puts it back in its place, Chen enters the pantry and sees the kitchen jar.","After Chen opens the kitchen jar, what does Lin expect to find inside the kitchen jar?",Sugar,Pepper,Salt,Flour,C,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,12,"Priya finds a shipping carton in the hallway, the label on the shipping carton is books, Priya cannot see what is inside the shipping carton, Priya opens the shipping carton and finds shoes, there are no books inside the shipping carton, Priya closes the shipping carton and puts it back in its place, Omar enters the hallway and sees the shipping carton.","Before Omar opens the shipping carton, what does Omar expect is inside the shipping carton?",Books,Puzzles,Shoes,Cups,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,13,"Qiao finds a storage bin on the closet shelf, the label on the storage bin is winter hats, Qiao cannot see what is inside the storage bin, Qiao opens the storage bin and finds scarves, there are no winter hats inside the storage bin, Qiao closes the storage bin and puts it back in its place, Rui enters the closet and sees the storage bin.","After Rui opens the storage bin, what does Qiao expect to find inside the storage bin?",Mittens,Beanies,Scarves,Ties,C,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,14,"Sara finds a folder in the office, the label on the folder is tax forms, Sara cannot see what is inside the folder, Sara opens the folder and finds restaurant menus, there are no tax forms inside the folder, Sara closes the folder and puts it back in its place, Leo enters the office and sees the folder.",What should be inside the folder?,Tax forms,Reports,Receipts,Menus,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,15,"Sam finds a picnic cooler by the pavilion, the label on the picnic cooler is water, Sam cannot see what is inside the picnic cooler, Sam opens the picnic cooler and finds soda, there is no water inside the picnic cooler, Sam closes the picnic cooler and puts it back in its place, Nora enters the pavilion and sees the picnic cooler.","After Nora opens the picnic cooler, what does Sam expect to find inside the picnic cooler?",Water,Juice,Soda,Ice,C,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,16,"Aya finds a backpack in the studio, the tag on the backpack says art supplies, Aya cannot see what is inside the backpack, Aya opens the backpack and finds a laptop, there are no art supplies inside the backpack, Aya closes the backpack and puts it back in its place, Jin enters the studio and sees the backpack.",What should be inside the backpack?,Art supplies,Headphones,Laptop,Chargers,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,17,"Maria finds an envelope in the office, the label on the envelope is invoices, Maria cannot see what is inside the envelope, Maria opens the envelope and finds postcards, there are no invoices inside the envelope, Maria closes the envelope and puts it back in its place, Daniel enters the office and sees the envelope.","Before Daniel opens the envelope, what does Daniel expect to find inside the envelope?",Invoices,Stamps,Postcards,Flyers,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,18,"Elena finds a drawer in the bedroom, the label on the drawer is socks, Elena cannot see what is inside the drawer, Elena opens the drawer and finds gloves, there are no socks inside the drawer, Elena closes the drawer and puts it back in its place, Mark enters the bedroom and sees the drawer.","After Mark opens the drawer, what does Elena expect to find inside the drawer?",Socks,Scarves,Gloves,Belts,C,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,19,"Hao finds a toolbox in the garage, the label on the toolbox is pliers, Hao cannot see what is inside the toolbox, Hao opens the toolbox and finds a wrench, there are no pliers inside the toolbox, Hao closes the toolbox and puts it back in its place, Mei enters the garage and sees the toolbox.",What should be inside the toolbox?,Pliers,Nails,Ruler,Wrench,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,20,"Mei finds a jar in the pantry, the label on the jar is flour, Mei cannot see what is inside the jar, Mei opens the jar and finds rice, there is no flour in the jar, Mei closes the jar and puts it back, Chen enters the pantry and sees the jar.",What should be inside the jar?,Flour,Pepper,Rice,Tea,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,21,"Arun finds a toolbox in the garage, the label on the toolbox is screws, Arun cannot see what is inside the toolbox, Arun opens the toolbox and finds tape, there are no screws in the toolbox, Arun closes the toolbox and puts it back, Bao enters the garage and sees the toolbox.","After Bao opens the toolbox, what does Arun expect to find inside the toolbox?",Screws,Tape,Nails,String,B,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,22,"Lina finds an envelope on the desk, the label on the envelope is rent, Lina cannot see what is inside the envelope, Lina leaves the envelope where it is, after Lina leaves, Mark opens the envelope and finds postcards, there is no rent in the envelope, Mark closes the envelope and leaves it on the desk, Lina returns and sees the envelope.","After Mark reseals the envelope, what does Lina expect to be inside the envelope?",Rent money,Postcards,Coupons,Batteries,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,23,"Diego finds a crate in the market storage, the label on the crate is apples, Diego cannot see what is inside the crate, Diego opens the crate and finds onions, there are no apples in the crate, Diego closes the crate and puts it back, Maria enters the storage and sees the crate.","After Maria opens the crate, what does Diego expect Maria will find inside the crate?",Apples,Onions,Potatoes,Bowls,B,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,24,"Nora finds a drawer in the fridge, the label on the drawer is vegetables, Nora cannot see what is inside the drawer, Nora opens the drawer and finds soda cans, there are no vegetables in the drawer, Nora closes the drawer and leaves it, Kai enters the kitchen and sees the drawer.",What should be inside the drawer?,Vegetables,Yogurt,Soda,Fruit,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,25,"Ana finds a computer folder on the desktop, the name of the folder is homework, Ana cannot see what is inside the folder without opening it, Ana opens the folder and finds photos, there is no homework in the folder, Ana closes the folder and leaves the computer, Ben logs in and sees the folder.","When Ben opens the folder, what does Ana expect to find in the folder?",Homework files,Photos,Music,Notes,B,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,26,"Zoey finds a big box in the attic, the label on the box is winter coats, Zoey cannot see what is inside the box, Zoey does not open the box and leaves it where it is, inside the box there are blankets, later Jonas goes to the attic and sees the box.","Before Jonas opens the box, what does Zoey think is inside the box?",Winter coats,Blankets,Books,Shoes,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,27,"Tim finds a glass jar on the counter, the label on the jar is cookies, Tim cannot see what is inside the jar, Tim opens the jar and finds buttons, there are no cookies in the jar, Tim closes the jar and puts it back, Lily enters the room and sees the jar.",What should be inside the jar?,Cookies,Coffee beans,Buttons,Tea bags,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,28,"Wei finds a locker in the hallway, the label on the locker is umbrellas, Wei cannot see what is inside the locker, Wei opens the locker and finds brooms, there are no umbrellas in the locker, Wei closes the locker and leaves it, Chen comes into the hallway and sees the locker.","After Chen opens the locker, what does Wei expect Chen will find inside the locker?",Umbrellas,Brooms,Mops,Coats,B,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,29,"Ava finds a storage bin in the playroom, the label on the bin is puzzles, Ava cannot see what is inside the bin, Ava opens the bin and sees towels, there are no puzzles in the bin, Ava closes the bin and leaves, Sam enters the playroom and sees the bin.","What does Sam, who has not opened the bin, expect to be inside the bin?",Puzzles,Towels,Blocks,Paints,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,30,"Mina finds a glass jar in the kitchen pantry, the label on the jar is sugar, Mina cannot see what is inside the jar, Mina opens the jar and finds salt, there is no sugar inside the jar, Mina closes the jar and puts it back in its place, Omar enters the pantry and sees the jar.",What should be inside the jar?,Sugar,Rice,Tea,Salt,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,31,"Jamal finds a zip pocket on a classroom backpack, the label on the pocket is pencils, Jamal cannot see what is inside the pocket, Jamal opens the pocket and finds erasers, there are no pencils inside the pocket, Jamal closes the pocket and puts it back, Lila comes into the classroom and sees the backpack.","After Lila opens the pocket, what does Jamal expect to find inside the pocket?",Pencils,Paper clips,Erasers,Markers,C,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,32,"Aria finds an envelope on the office desk, the label on the envelope is tickets, Aria cannot see what is inside the envelope, Aria opens the envelope and finds postcards, there are no tickets in the envelope, Aria seals the envelope lightly and puts it back, Ben enters the office and sees the envelope.",What should be inside the envelope?,Flyers,Tickets,Coins,Postcards,B,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,33,"Diego finds a metal cabinet in the workshop, the label on the cabinet is wrenches, Diego cannot see what is inside the cabinet, Diego opens the cabinet and finds boxes of screws, there are no wrenches inside the cabinet, Diego closes the cabinet and leaves it, Priya walks into the workshop and sees the cabinet.","When Priya opens the cabinet, what does Diego expect to find inside the cabinet?",Hammers,Wrenches,Nails,Screws,D,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
3,34,"Sofia finds a wrapped gift box on the living room table, the tag on the box says book, Sofia cannot see what is inside the box, Sofia opens the box and finds a scarf, there is no book in the box, Sofia closes the box and sets it back as she found it, Leo comes into the living room and sees the gift box.",What should be inside the gift box?,Book,Mug,Game,Scarf,A,"Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
