"cluster_id","question_index","story","question","option_a","option_b","option_c","option_d","correct_answer","cluster_summary"
"8","18","Lila and Marcus are the only candidates for student council president. The debate time is moved up by thirty minutes, and Lila receives the update. She sees Marcus studying in the library with a flyer showing the old time. Lila decides not to inform him. Marcus arrives late and misses his opening statement.","What is Lila's likely motivation?","She fears that contacting Marcus might look improper to the organizers.","She hopes to benefit electorally if Marcus appears unprepared.","She believes Marcus has already received the update.","She does not pay attention to Marcus's schedule.","B","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","19","In a research lab, Helena and Omar are submitting proposals for a single internal grant. An email announces a corrected submission link. Helena notices Omar working on his draft and sees he is still using the old link. She chooses not to forward the update. Omar's file fails to upload before the deadline.","What emotion does Helena most likely feel when the deadline passes?","Nervous that IT will trace who knew about the correction.","Conflicted but mainly ashamed for not helping a colleague.","Relieved and quietly pleased because Omar's setback increases her chances.","Detached because such submission errors are common.","C","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","20","Mia and Zoe are the top candidates for captain of the university debate team. The coach plans to decide based on who performs better in that day's tournament. Before the round, a volunteer mistakenly picks up Zoe's prep folders and carries them to another room. Mia sees this, knows the folders are Zoe's, and realizes telling the volunteer would help her rival. She decides to say nothing. Zoe struggles without her notes, while Mia delivers a strong speech.","As Mia chooses not to correct the mistake, what emotion is she most likely to feel?","Anxious that someone might discover she knew and blame her for staying silent.","Ashamed because she broke an unwritten norm of fairness.","Pleased because Zoe is disadvantaged and Mia's chances of becoming captain improve.","Indifferent because she believes this has nothing to do with her.","C","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","21","A local marathon will award a single sponsorship to the top finisher. Lucas and Drew are direct rivals. At a water station, Lucas notices that Drew's labeled bottle has leaked and there is no spare. Lucas could alert the staff to prepare a replacement for Drew, but he decides not to. Drew slows in the later miles, and Lucas pulls ahead.","What is the most plausible intention behind Lucas's decision not to alert the staff?","To ensure officials follow the rules without interference from runners.","To gain a competitive advantage by letting Drew face the problem.","To avoid being blamed for meddling in another runner's supplies.","To trust that Drew can handle his own hydration plan.","B","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","22","Priya and Daniel are competing for a single spot on the national science Olympiad team. During setup, a custodian mistakenly moves Daniel's calibrated sensor to a storage cart, thinking it's leftover equipment. Priya notices and realizes that telling the custodian would help Daniel fix the issue in time. She stays quiet, Daniel's experiment collects no data, and Priya's runs smoothly.","What emotion is Priya most likely to feel about her choice to remain silent?","Satisfaction that her competitor is hindered and she benefits as a result.","Guilt, fearing teachers will judge her for not stepping in.","Fear that someone will accuse her of causing the problem.","Confusion about whether the sensor was actually Daniel's.","A","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","23","On a televised cooking competition, Leah and Marco are on the verge of elimination, and only one will be safe. Leah sees Marco misread a pantry label and take salt instead of sugar for his dessert. She knows that correcting him would likely save his dish and make her own survival harder, so she says nothing. Marco's dessert fails, and Leah advances.","What best explains Leah's choice to stay silent?","She wants to respect kitchen etiquette and not touch another contestant's process.","She assumes the producers want to capture authentic mistakes for drama.","She worries the judges might blame her for interfering if she speaks up.","She wants to improve her chances of staying by letting Marco's mistake stand.","D","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","24","A prestigious audition will decide the single violin soloist for the spring concert. Ava and Naomi are the final two candidates. Moments before Naomi goes onstage, a stagehand places Naomi's sheet music in the wrong folder. Ava notices the mix-up and realizes that alerting anyone would help Naomi. She stays silent, Naomi stumbles, and Ava plays flawlessly.","In that moment when Ava chooses not to say anything, what emotion is she most likely to feel?","Nervous that the conductor might suspect her involvement.","Embarrassed on Naomi's behalf and wishing it hadn't happened.","Gratified because Naomi's disadvantage increases Ava's chance of winning the solo.","Indifferent, since she believes the audition outcome is already decided.","C","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","25","At a startup pitch competition, only one team will receive funding. Eric and Hana present back-to-back. Eric overhears staff mention that Hana's assigned microphone has nearly dead batteries. He could warn Hana to swap microphones, but he chooses not to. During Hana's pitch, the audio cuts out, while Eric's presentation is heard clearly.","What is the most plausible intention behind Eric's inaction?","To gain a competitive edge by letting Hana struggle with a preventable issue.","To avoid interfering with event staff responsibilities.","To keep the event running exactly on schedule without changes.","To test whether Hana prepared a backup plan for technical difficulties.","A","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","26","In an esports semifinal, only one player advances. Jay sits near Leo and notices that Leo's monitor is set to a low refresh rate due to the previous player's settings. Jay knows how to fix it in seconds but says nothing. Leo underperforms, and Jay advances to the final.","What emotion is Jay likely experiencing as he withholds help?","Worry that referees might accuse him of sabotage if he gets involved.","Shame for not supporting fair play.","Sympathy for Leo's technical misfortune.","Strategic satisfaction that his opponent is handicapped in a way that benefits him.","D","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","27","A literary magazine will name only five finalists, and Maya and Iris are tied near the cutoff. At the submission kiosk, Maya sees that Iris's USB isn't fully inserted, so Iris's revised file never uploads. Maya could alert Iris, but she walks away, knowing the older draft is weaker. Later, Maya's piece makes the finalist list.","What best captures Maya's intention in not saying anything?","She thinks the system should run without personal interference to remain fair.","She hopes to secure an advantage by not correcting Iris's mistake.","She fears an argument might start if she speaks up.","She believes staff will automatically catch and fix the upload issue.","B","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","28","On a sales team, only the top seller will receive a lucrative trip, and everyone else gets nothing. Carla notices on a shared dashboard that a high-value client's meeting request to Tom landed in his spam folder. She could mention it to him, but she stays quiet, hoping he misses it and she can close a competing deal first.","How is Carla likely to feel about not telling Tom?","Anxious that email logs will reveal she saw the message and didn't act.","Guilty for not being a team player.","Quietly pleased because Tom's setback improves her own prospects.","Uncertain whether the client's interest is real.","C","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
"8","29","In a student council election with two finalists, Omar and Lina are scheduled for a live debate. A last-minute time change is sent out. Omar receives the update and then sees that Lina is still using the old schedule and is about to miss the start. He could message her but decides not to, knowing a late arrival will make him look more reliable.","What is Omar's likely intention in choosing not to warn Lina?","To improve his chances of winning by allowing Lina's disadvantage.","To avoid appearing intrusive in Lina's preparation process.","To uphold strict adherence to official announcements.","To test whether Lina is attentive to logistics.","A","Across this cluster, the model repeatedly ignores the zero-sum, competitive framing and instead attributes generic self-conscious emotions such as guilt, shame, or fear of judgment to the protagonist. Even when the narrative explicitly states that the character gains if a rival is harmed or disadvantaged, the model downplays these instrumental motives and fails to represent envy or strategic satisfaction. This pattern reveals an overreliance on abstract moral-psychology heuristics and prosocial bias, combined with insufficient use of concrete, situation-specific cues about competition, conflicting interests, and plausible non-moral emotions."
